id,sector_id,title,path,code,is_asr,last,change,change_percent,open,high,low,previous_close,52w_low,52w_high,turnover,ytd_percent_change,1yr_percent_change,star_stock,market_cap,volume,last_traded,status,deleted_at,created_at,updated_at
4463,,Whitefield Ltd,WHFPA,WHFPA,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,FALSE,23790,0,2017-05-22T15:20:57.000000Z,SYSTEM_MAINTENANCE,,2020-09-29T07:46:03.000000Z,2021-02-06T08:31:42.000000Z
4192,,Sietel Ltd,SSLPA,SSLPA,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,FALSE,75000,0,2017-11-30T12:12:19.000000Z,SYSTEM_MAINTENANCE,,2020-09-29T07:46:02.000000Z,2021-02-06T08:31:41.000000Z
3292,,Inca Minerals Ltd,ICGRB,ICGRB,FALSE,0.001,0,0,0,0,0,0.001,0.001,0.004,0,-50,-50,FALSE,135941,0,2020-10-07T05:10:36.000000Z,SYSTEM_MAINTENANCE,,2020-09-29T07:45:58.000000Z,2020-10-08T23:00:08.000000Z
2779,,Carlton Investments Ltd,CINPA,CINPA,FALSE,2.06,0,0,0,0,0,2.06,2.06,2.06,0,0,0.488,FALSE,170935,0,2020-03-15T15:38:16.000000Z,SYSTEM_MAINTENANCE,,2020-09-29T07:45:56.000000Z,2021-02-06T08:31:34.000000Z
3443,15,Koon Holdings Ltd,KNH,KNH,FALSE,0.071,0,0,0,0,0,0.071,0,0,0,0,0,FALSE,186532,0,2019-01-14T14:09:57.000000Z,SYSTEM_MAINTENANCE,,2020-09-29T07:45:59.000000Z,2021-02-06T08:31:37.000000Z
4607,,Cfoam Ltd,CFOR,CFOR,FALSE,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0,0,FALSE,256232,0,,SUSPEND,,2020-10-22T23:00:06.000000Z,2020-11-03T06:25:05.000000Z
2745,13,Chongherr Investments Ltd,CDH,CDH,FALSE,0.002,0,0,0,0,0,0.002,0.002,0.002,0,0,-80,FALSE,260415,0,2020-03-22T15:44:24.000000Z,SYSTEM_MAINTENANCE,,2020-09-29T07:45:56.000000Z,2021-02-06T08:31:34.000000Z
4288,,Trigg Mining Ltd,TMGR,TMGR,FALSE,0.016,0,0,0,0,0,0.016,0.012,0.05,0,-54.286,-54.286,FALSE,265086,0,2020-10-06T05:10:31.000000Z,SYSTEM_MAINTENANCE,,2020-09-29T07:46:02.000000Z,2020-10-07T23:00:10.000000Z
3469,18,Laramide Resources Ltd,LAM,LAM,FALSE,0.35,0,0,0,0,0,0.35,0.27,0.35,0,0,40,FALSE,363534,0,2020-12-08T12:32:33.000000Z,SYSTEM_MAINTENANCE,,2020-09-29T07:45:59.000000Z,2021-02-06T08:31:37.000000Z
3994,,Reverse Corp Ltd,REF,REF,FALSE,0.004,0,0,0,0,0,0.004,0,0,0,0,0,FALSE,371442,0,2020-01-13T14:55:14.000000Z,SYSTEM_MAINTENANCE,,2020-09-29T07:46:01.000000Z,2021-02-06T08:31:40.000000Z
