id,sector_id,title,path,code,is_asr,last,change,change_percent,open,high,low,previous_close,52w_low,52w_high,turnover,ytd_percent_change,1yr_percent_change,star_stock,market_cap,volume,last_traded,status,deleted_at,created_at,updated_at
2727,12,Commonwealth Bank of Australia,CBA,CBA,False,86.92,0.470,0.544,86.570,86.980,86.170,86.45,53.440,89.200,48149374.1,5.858,37.728,False,154204459957,562658,2021-03-11T13:01:55.000000Z,OPEN,,2020-09-29T07:45:56.000000Z,2021-03-12T00:22:07.000000Z
2638,13,BHP Group Ltd,BHP,BHP,False,47.855,1.055,2.254,48.050,48.080,47.480,46.8,24.050,50.930,57087378.7,12.786,81.751,False,140973718460,1190083,2021-03-11T13:02:59.000000Z,OPEN,,2020-09-29T07:45:56.000000Z,2021-03-12T00:23:05.000000Z
2845,14,CSL Ltd,CSL,CSL,False,254.6,0.700,0.276,254.200,255.490,253.220,253.9,242.000,332.680,22063417.5,-10.093,-9.237,False,115873481985,86351,2021-03-11T13:01:59.000000Z,OPEN,,2020-09-29T07:45:57.000000Z,2021-03-12T00:22:08.000000Z
4441,12,Westpac Banking Corporation,WBC,WBC,False,24.63,0.100,0.408,24.600,24.650,24.450,24.53,13.470,25.300,21213626.7,27.155,38.839,False,90357416231,863355,2021-03-11T13:01:56.000000Z,OPEN,,2020-09-29T07:46:03.000000Z,2021-03-12T00:22:24.000000Z
3683,12,National Australia Bank Ltd,NAB,NAB,False,26.27,0.150,0.574,26.190,26.300,26.130,26.12,13.195,27.100,27790435.9,16.239,44.898,False,86654278060,1062898,2021-03-11T13:01:50.000000Z,OPEN,,2020-09-29T07:46:00.000000Z,2021-03-12T00:22:17.000000Z
2488,12,Australia and New Zealand Banking Group Ltd,ANZ,ANZ,False,28.46,0.240,0.850,28.500,28.580,28.230,28.22,14.100,29.550,21940574.4,25.374,55.860,False,80984119628,784053,2021-03-11T13:02:57.000000Z,OPEN,,2020-09-29T07:45:56.000000Z,2021-03-12T00:23:03.000000Z
3107,13,Fortescue Metals Group Ltd,FMG,FMG,False,21.34,0.560,2.695,21.380,21.390,20.930,20.78,8.200,26.400,58466862.2,-8.920,142.776,False,65705111350,2744102,2021-03-11T13:01:55.000000Z,OPEN,,2020-09-29T07:45:57.000000Z,2021-03-12T00:22:10.000000Z
4454,16,Wesfarmers Ltd,WES,WES,False,50.59,0.730,1.464,49.860,50.690,49.860,49.86,29.750,56.400,12519504.6,0.377,44.378,False,57360977843,248673,2021-03-11T13:01:55.000000Z,OPEN,,2020-09-29T07:46:03.000000Z,2021-03-12T00:22:24.000000Z
3632,12,Macquarie Group Ltd,MQG,MQG,False,150.1,1.450,0.975,149.830,150.770,149.620,148.65,70.450,153.500,22836578.5,8.391,34.282,False,54309388688,152883,2021-03-11T13:01:59.000000Z,OPEN,,2020-09-29T07:45:59.000000Z,2021-03-12T00:22:16.000000Z
4478,19,Woolworths Group Ltd,WOW,WOW,False,39.01,0.220,0.567,38.850,39.100,38.800,38.79,32.120,42.050,5599092.9,-0.763,12.388,False,49361813868,143838,2021-03-11T13:01:59.000000Z,OPEN,,2020-09-29T07:46:03.000000Z,2021-03-12T00:22:24.000000Z
